IDOrder,IDrestaurant,IDclient,date,heure,modepaiement,remise,IDcaissier,etatpaiement
C6887,R1,1,2024-03-29,21:53:00,Cash,0,1,0
C6888,R1,1,2024-03-29,14:01:00,Cash,0,1,0
C6889,R1,1,2024-03-29,19:24:00,Cash,10,1,0
C6890,R1,1,2024-03-29,23:08:00,Cash,0,1,1
C6891,R1,1,2024-03-29,17:00:00,Cash,20,3,0
C6892,R1,1,2024-03-29,15:06:00,Cash,0,1,1
C6893,R1,1,2024-03-29,22:34:00,Card,0,2,1
C6894,R1,1,2024-03-29,18:07:00,Cash,0,3,1
C6895,R1,1,2024-03-29,20:19:00,Card,10,1,1
C6896,R1,1,2024-03-29,17:05:00,Card,30,2,1
C6897,R1,1,2024-03-29,10:22:00,Card,20,3,1
C6898,R1,1,2024-03-29,16:13:00,Cash,0,3,0
C6899,R1,1,2024-03-29,19:53:00,Card,20,2,1
C6900,R1,1,2024-03-29,20:30:00,Cash,40,1,1
C6901,R1,1,2024-03-29,16:44:00,Card,999,2,0
C6902,R1,1,2024-03-29,16:10:00,Cash,30,1,0
C6903,R1,1,2024-03-29,17:19:00,Cash,40,2,1
C6904,R1,1,2024-03-29,23:59:00,Card,10,2,1
C6905,R1,1,2024-03-29,18:50:00,Cash,0,3,0
C6906,R1,1,2024-03-29,10:40:00,Card,0,2,0
C6907,R1,1,2024-03-29,20:07:00,Card,0,3,0
C6908,R1,1,2024-03-29,19:36:00,Card,0,3,0
C6909,R1,1,2024-03-29,12:19:00,Cash,0,2,0
C6910,R1,1,2024-03-29,11:20:00,Card,10,2,1
C6911,R1,1,2024-03-29,13:15:00,Card,40,2,0
C6912,R1,1,2024-03-29,10:50:00,Cash,0,3,0
C6913,R1,1,2024-03-29,18:32:00,Card,20,1,0
C6914,R1,1,2024-03-29,18:19:00,Cash,30,2,1
C6915,R1,1,2024-03-29,12:06:00,Card,30,3,1
C6916,R1,1,2024-03-29,16:15:00,Card,30,1,0
C6917,R1,1,2024-03-29,15:32:00,Cash,0,1,1
C6918,R1,1,2024-03-29,15:42:00,Cash,0,3,0
C6919,R1,1,2024-03-29,23:39:00,Card,40,3,1
C6920,R1,1,2024-03-29,18:52:00,Cash,0,1,0
C6921,R1,1,2024-03-29,14:25:00,Cash,0,3,1
C6922,R1,1,2024-03-29,13:14:00,Cash,40,2,1
C6923,R1,1,2024-03-29,20:12:00,Cash,10,2,1
C6924,R1,1,2024-03-29,13:01:00,Cash,10,1,0
C6925,R1,1,2024-03-29,18:40:00,Cash,20,1,0
C6926,R1,1,2024-03-29,23:23:00,Card,0,1,1
C6927,R1,1,2024-03-29,17:29:00,Card,10,3,1
C6928,R1,1,2024-03-29,18:37:00,,20,2,1
C6929,R1,1,2024-03-29,22:44:00,Card,999,1,1
C6930,R1,1,2024-03-29,14:42:00,Card,0,1,0
C6931,R1,1,2024-03-29,12:43:00,Cash,0,2,1
C6932,R1,1,2024-03-29,16:46:00,Card,0,3,0
C6933,R1,1,2024-03-29,14:02:00,Card,0,2,1
C6934,R1,1,2024-03-29,13:02:00,,0,2,1
C6935,R1,1,2024-03-29,19:24:00,Cash,0,1,0
C6936,R1,1,2024-03-29,15:25:00,Card,20,3,0
C6937,R1,1,2024-03-29,11:22:00,Cash,0,1,1
C6938,R1,1,2024-03-29,14:17:00,Card,0,1,0
C6939,R1,1,2024-03-29,18:14:00,Card,20,2,0
C6940,R1,1,2024-03-29,13:31:00,Cash,0,1,1
C6941,R1,1,2024-03-29,15:26:00,Card,40,1,1
C6942,R1,1,2024-03-29,11:57:00,Cash,30,2,1
C6943,R1,1,2024-03-29,16:02:00,Cash,0,2,1
C6944,R1,1,2024-03-29,16:20:00,Cash,0,1,1
C6945,R1,1,2024-03-29,22:02:00,Cash,0,2,1
C6946,R1,1,2024-03-29,13:19:00,Cash,0,3,0
C6947,R1,1,2024-03-29,17:52:00,Cash,30,2,0
C6948,R1,1,2024-03-29,14:12:00,Cash,0,3,0
C6949,R1,1,2024-03-29,18:04:00,Card,30,2,1
C6950,R1,1,2024-03-29,23:08:00,Cash,10,3,0
C6951,R1,1,2024-03-29,23:05:00,Card,10,3,1
C6952,R1,1,2024-03-29,21:27:00,Cash,40,2,0
C6953,R1,1,2024-03-30,23:52:00,Card,30,1,1
C6954,R1,1,2024-03-30,12:14:00,Cash,0,3,0
C6955,R1,1,2024-03-30,18:19:00,Card,30,1,0
C6956,R1,1,2024-03-30,23:10:00,Card,10,3,1
C6957,R1,1,2024-03-30,15:05:00,Card,0,1,0
C6958,R1,1,2024-03-30,19:27:00,Cash,0,2,0
C6959,R1,1,2024-03-30,17:42:00,Card,10,1,1
C6960,R1,1,2024-03-30,12:40:00,Card,999,3,1
C6961,R1,1,2024-03-30,20:32:00,Cash,30,3,0
C6962,R1,1,2024-03-30,23:22:00,Card,40,2,0
C6963,R1,1,2024-03-30,12:41:00,Card,0,3,0
C6964,R1,1,2024-03-30,15:41:00,Cash,40,3,0
C6965,R1,1,2024-03-30,19:55:00,Card,0,2,0
C6966,R1,1,2024-03-30,11:14:00,,0,2,0
C6967,R1,1,2024-03-30,16:08:00,Card,20,3,0
C6968,R1,1,2024-03-30,14:50:00,Card,20,1,1
C6969,R1,1,2024-03-30,10:36:00,Cash,10,3,0
C6970,R1,1,2024-03-30,19:32:00,Card,30,3,0
C6971,R1,1,2024-03-30,16:53:00,Card,999,2,1
C6972,R1,1,2024-03-30,12:36:00,Cash,40,3,0
C6973,R1,1,2024-03-30,14:02:00,Card,20,3,0
C6974,R1,1,2024-03-30,14:49:00,Cash,0,1,1
C6975,R1,1,2024-03-30,18:26:00,Cash,20,1,0
C6976,R1,1,2024-03-30,11:19:00,Cash,30,2,1
C6977,R1,1,2024-03-30,19:46:00,Card,0,3,0
C6978,R1,1,2024-03-30,21:24:00,Cash,30,3,0
C6979,R1,1,2024-03-30,12:34:00,,10,2,1
C6980,R1,1,2024-03-30,21:27:00,Card,40,3,0
C6981,R1,1,2024-03-30,16:57:00,Card,0,1,1
C6982,R1,1,2024-03-30,12:45:00,Cash,30,3,0
C6983,R1,1,2024-03-30,16:18:00,Cash,30,1,1
C6984,R1,1,2024-03-30,17:52:00,Card,0,3,0
C6985,R1,1,2024-03-30,18:29:00,Cash,0,1,1
C6986,R1,1,2024-03-30,16:49:00,Cash,10,1,1
C6987,R1,1,2024-03-30,19:20:00,Cash,40,1,0
C6988,R1,1,2024-03-30,23:21:00,Cash,0,3,1
C6989,R1,1,2024-03-30,17:18:00,Cash,20,2,0
C6990,R1,1,2024-03-30,10:11:00,Cash,0,2,1
C6991,R1,1,2024-03-30,12:46:00,Card,30,2,1
C6992,R1,1,2024-03-30,16:12:00,Cash,0,1,1
C6993,R1,1,2024-03-30,12:55:00,Cash,40,1,0
C6994,R1,1,2024-03-30,12:14:00,Cash,999,2,1
C6995,R1,1,2024-03-30,10:03:00,Cash,10,1,0
C6996,R1,1,2024-03-30,18:39:00,Card,0,2,0
C6997,R1,1,2024-03-30,21:38:00,Card,0,1,0
C6998,R1,1,2024-03-30,23:11:00,Cash,0,3,1
C6999,R1,1,2024-03-30,19:31:00,Cash,30,2,0
C7000,R1,1,2024-03-30,12:07:00,Card,20,3,1
C7001,R1,1,2024-03-30,12:38:00,Card,30,2,0
C7002,R1,1,2024-03-30,12:14:00,Card,30,3,0
C7003,R1,1,2024-03-30,10:10:00,Cash,30,1,0
C7004,R1,1,2024-03-30,17:50:00,Card,0,1,0
C7005,R1,1,2024-03-30,12:33:00,Cash,0,3,1
C7006,R1,1,2024-03-30,15:58:00,Cash,0,1,1
C7007,R1,1,2024-03-30,19:27:00,Cash,0,2,1
C7008,R1,1,2024-03-30,20:39:00,Card,0,3,0
C7009,R1,1,2024-03-30,15:28:00,Cash,10,2,0
C7010,R1,1,2024-03-30,16:28:00,Cash,10,1,1
C7011,R1,1,2024-03-30,17:23:00,Cash,0,2,1
C7012,R1,1,2024-03-30,13:50:00,Cash,0,3,0
C7013,R1,1,2024-03-30,10:01:00,Card,0,1,1
C7014,R1,1,2024-03-30,21:52:00,Cash,0,3,0
C7015,R1,1,2024-03-30,17:49:00,Card,0,1,1
C7016,R1,1,2024-03-30,13:42:00,Cash,0,3,0
C7017,R1,1,2024-03-30,16:12:00,Card,0,2,0
C7018,R1,1,2024-03-30,12:10:00,Cash,0,2,1
C7019,R1,1,2024-03-30,22:34:00,Cash,20,1,0
C7020,R1,1,2024-03-30,21:36:00,Cash,20,3,0
C7021,R1,1,2024-03-30,20:40:00,Card,0,3,1
C7022,R1,1,2024-03-30,16:55:00,Cash,0,2,1
C7023,R1,1,2024-03-30,22:30:00,Cash,30,3,0
C7024,R1,1,2024-03-30,19:21:00,Cash,0,2,1
C7025,R1,1,2024-03-30,21:59:00,Cash,40,1,1
C7026,R1,1,2024-03-30,13:08:00,,0,3,1
C7027,R1,1,2024-03-30,17:34:00,Card,0,2,0
C7028,R1,1,2024-03-30,20:38:00,Cash,10,1,0
C7029,R1,1,2024-03-30,12:31:00,Card,0,3,0
C7030,R1,1,2024-03-30,16:38:00,Cash,0,1,1
C7031,R1,1,2024-03-30,23:20:00,Cash,0,1,0
C7032,R1,1,2024-03-30,18:38:00,Card,0,1,1
C7033,R1,1,2024-03-30,23:36:00,Cash,0,3,0
C7034,R1,1,2024-03-30,12:46:00,,0,3,1
C7035,R1,1,2024-03-30,10:02:00,Cash,20,1,0
C7036,R1,1,2024-03-30,19:02:00,Cash,0,3,1
C7037,R1,1,2024-03-30,18:35:00,Card,0,1,0
C7038,R1,1,2024-03-30,17:43:00,Cash,999,2,0
C7039,R1,1,2024-03-30,22:01:00,Cash,40,1,1
C7040,R1,1,2024-03-30,13:46:00,Cash,0,1,1
C7041,R1,1,2024-03-30,17:47:00,Cash,20,2,1
C7042,R1,1,2024-03-30,13:22:00,Cash,0,1,1
C7043,R1,1,2024-03-30,23:18:00,,0,2,1
C7044,R1,1,2024-03-30,15:17:00,Cash,10,3,0
C7045,R1,1,2024-03-30,14:19:00,Cash,30,1,1
C7046,R1,1,2024-03-30,17:06:00,Card,0,2,1
C7047,R1,1,2024-03-30,14:34:00,Cash,0,2,1
C7048,R1,1,2024-03-30,16:18:00,Cash,20,2,1
C7049,R1,1,2024-03-30,10:58:00,Cash,0,1,0
C7050,R1,1,2024-03-30,17:15:00,Card,20,2,1
C7051,R1,1,2024-03-30,14:24:00,Card,10,1,0
C7052,R1,1,2024-03-30,12:27:00,Cash,10,3,1
C7053,R1,1,2024-03-30,22:14:00,Card,0,1,0
C7054,R1,1,2024-03-30,20:53:00,Card,0,2,0
C7055,R1,1,2024-03-30,18:59:00,Cash,30,1,0
C7056,R1,1,2024-03-30,14:16:00,Cash,0,1,0
C7057,R1,1,2024-03-30,16:11:00,Card,0,2,0
C7058,R1,1,2024-03-30,21:15:00,Card,20,1,1
C7059,R1,1,2024-03-30,12:29:00,Card,0,3,1
C7060,R1,1,2024-03-30,13:28:00,Card,30,3,0
C7061,R1,1,2024-03-30,22:45:00,Cash,30,3,1
C7062,R1,1,2024-03-30,10:25:00,Card,30,1,0
C7063,R1,1,2024-03-30,13:02:00,Cash,40,3,0
C7064,R1,1,2024-03-30,13:05:00,Cash,40,3,0
C7065,R1,1,2024-03-30,11:45:00,Cash,0,2,0
C7066,R1,1,2024-03-30,10:44:00,Card,40,3,0
C7067,R1,1,2024-03-30,18:38:00,Card,0,1,1
C7068,R1,1,2024-03-30,11:30:00,Card,20,1,0
C7069,R1,1,2024-03-30,10:33:00,Card,30,3,0
C7070,R1,1,2024-03-30,15:33:00,Card,40,1,0
C7071,R1,1,2024-03-30,14:04:00,Card,30,1,1
C7072,R1,1,2024-03-30,11:45:00,Card,0,2,1
C7073,R1,1,2024-03-30,19:07:00,Card,0,3,0
C7074,R1,1,2024-03-30,13:25:00,,40,3,0
C7075,R1,1,2024-03-30,22:09:00,Card,0,3,1
C7076,R1,1,2024-03-30,14:30:00,Cash,0,2,1
C7077,R1,1,2024-03-30,13:49:00,Card,30,2,0
C7078,R1,1,2024-03-30,17:06:00,Cash,40,3,0
C7079,R1,1,2024-03-30,12:26:00,Cash,0,3,0
C7080,R1,1,2024-03-30,16:09:00,Cash,0,2,1
C7081,R1,1,2024-03-30,16:50:00,Card,40,3,0
C7082,R1,1,2024-03-30,11:37:00,Card,0,3,0
C7083,R1,1,2024-03-30,21:34:00,Card,30,2,0
C7084,R1,1,2024-03-30,21:34:00,Cash,0,2,1
C7085,R1,1,2024-03-30,15:45:00,Cash,30,1,1
C7086,R1,1,2024-03-30,16:37:00,Card,0,2,0
C7087,R1,1,2024-03-30,20:03:00,Cash,0,1,1
C7088,R1,1,2024-03-30,19:47:00,Card,10,1,0
C7089,R1,1,2024-03-30,17:42:00,Cash,30,2,0
C7090,R1,1,2024-03-30,23:29:00,Cash,0,1,0
C7091,R1,1,2024-03-30,11:29:00,Card,20,1,1
C7092,R1,1,2024-03-30,23:39:00,Cash,0,2,1
C7093,R1,1,2024-03-30,17:17:00,Cash,30,3,1
C7094,R1,1,2024-03-30,10:39:00,Card,10,2,0
C7095,R1,1,2024-03-30,19:14:00,Card,40,3,0
C7096,R1,1,2024-03-30,22:47:00,Card,0,3,0
C7097,R1,1,2024-03-30,10:35:00,Cash,0,1,1
C7098,R1,1,2024-03-30,20:56:00,Cash,0,2,1
C7099,R1,1,2024-03-30,11:35:00,Card,20,2,0
C7100,R1,1,2024-03-30,23:21:00,Card,0,1,0
C7101,R1,1,2024-03-30,11:53:00,Card,0,3,1
C7102,R1,1,2024-03-30,11:57:00,Card,10,3,0
C7103,R1,1,2024-03-30,10:11:00,Card,40,3,1
C7104,R1,1,2024-03-30,16:57:00,Cash,30,3,1
C7105,R1,1,2024-03-30,17:41:00,Cash,30,1,1
C7106,R1,1,2024-03-30,18:20:00,Card,0,1,1
C7107,R1,1,2024-03-30,23:15:00,Cash,20,1,1
C7108,R1,1,2024-03-30,17:50:00,Cash,999,2,1
C7109,R1,1,2024-03-30,14:35:00,Card,0,1,1
C7110,R1,1,2024-03-30,21:07:00,Card,0,1,1
C7111,R1,1,2024-03-30,18:48:00,Cash,0,3,0
C7112,R1,1,2024-03-30,14:06:00,Cash,0,2,1
C7113,R1,1,2024-03-30,13:07:00,Card,30,1,1
C7114,R1,1,2024-03-30,21:02:00,Card,0,3,0
C7115,R1,1,2024-03-30,15:31:00,Cash,999,2,1
C7116,R1,1,2024-03-30,21:18:00,Cash,40,2,1
C7117,R1,1,2024-03-30,18:45:00,Card,0,2,0
C7118,R1,1,2024-03-30,23:58:00,Cash,20,1,0
C7119,R1,1,2024-03-30,14:58:00,Cash,999,3,1
C7120,R1,1,2024-03-30,21:01:00,Card,30,1,1
C7121,R2,1,2024-01-01,18:29:00,Card,30,1,1
C7122,R2,1,2024-01-01,20:36:00,Card,40,1,1
C7123,R2,1,2024-01-01,18:23:00,Cash,0,2,1
C7124,R2,1,2024-01-01,23:37:00,Cash,0,3,1
C7125,R2,1,2024-01-01,17:13:00,Card,0,2,0
C7126,R2,1,2024-01-01,19:04:00,Cash,0,3,1
C7127,R2,1,2024-01-01,22:09:00,Cash,20,1,0
C7128,R2,1,2024-01-01,12:46:00,Card,20,1,1
C7129,R2,1,2024-01-01,15:36:00,Card,0,2,0
C7130,R2,1,2024-01-01,22:11:00,Card,0,3,1
C7131,R2,1,2024-01-01,19:48:00,Cash,10,2,1
C7132,R2,1,2024-01-01,18:36:00,Cash,0,2,0
C7133,R2,1,2024-01-01,13:36:00,Cash,40,1,0
C7134,R2,1,2024-01-01,20:14:00,Cash,20,3,1
C7135,R2,1,2024-01-01,23:05:00,Cash,0,2,0
C7136,R2,1,2024-01-01,14:15:00,Cash,10,3,0
C7137,R2,1,2024-01-01,21:41:00,Card,0,1,1
C7138,R2,1,2024-01-01,17:00:00,Cash,0,3,1
C7139,R2,1,2024-01-01,19:24:00,Card,0,1,0
C7140,R2,1,2024-01-01,13:40:00,Card,10,2,1
C7141,R2,1,2024-01-01,19:10:00,Cash,0,3,0
C7142,R2,1,2024-01-01,19:25:00,Card,0,3,0
C7143,R2,1,2024-01-01,18:15:00,Cash,0,1,0
C7144,R2,1,2024-01-01,10:49:00,Card,10,2,1
C7145,R2,1,2024-01-01,19:47:00,Cash,0,1,1
C7146,R2,1,2024-01-01,14:47:00,Card,999,1,1
C7147,R2,1,2024-01-01,14:21:00,Card,10,2,1
C7148,R2,1,2024-01-01,23:30:00,Cash,30,1,1
C7149,R2,1,2024-01-01,22:18:00,Card,0,2,1
C7150,R2,1,2024-01-01,17:34:00,,0,3,1
C7151,R2,1,2024-01-01,15:44:00,Card,30,2,1
C7152,R2,1,2024-01-01,17:59:00,Cash,40,3,1
C7153,R2,1,2024-01-01,12:15:00,Card,30,1,1
C7154,R2,1,2024-01-01,16:07:00,Cash,0,1,1
C7155,R2,1,2024-01-01,22:28:00,Cash,0,3,1
C7156,R2,1,2024-01-02,12:52:00,Card,999,2,1
C7157,R2,1,2024-01-02,12:51:00,Card,20,2,0
C7158,R2,1,2024-01-02,12:19:00,Cash,999,3,0
C7159,R2,1,2024-01-02,21:25:00,Cash,0,2,1
C7160,R2,1,2024-01-02,11:08:00,Cash,0,1,0
C7161,R2,1,2024-01-02,10:16:00,,0,1,1
C7162,R2,1,2024-01-02,12:08:00,Cash,0,1,1
C7163,R2,1,2024-01-02,16:59:00,Cash,10,3,1
C7164,R2,1,2024-01-02,18:14:00,Cash,30,1,0
C7165,R2,1,2024-01-02,11:27:00,Cash,40,2,1
C7166,R2,1,2024-01-02,11:02:00,Card,0,2,0
C7167,R2,1,2024-01-02,18:42:00,Card,0,1,1
C7168,R2,1,2024-01-02,13:00:00,Cash,40,1,1
C7169,R2,1,2024-01-02,13:19:00,Card,30,3,0
C7170,R2,1,2024-01-02,16:24:00,Card,0,3,1
C7171,R2,1,2024-01-02,20:18:00,Cash,0,1,0
C7172,R2,1,2024-01-02,17:47:00,Card,999,1,1
C7173,R2,1,2024-01-02,18:52:00,Card,0,1,1
C7174,R2,1,2024-01-02,22:16:00,Cash,0,1,0
C7175,R2,1,2024-01-02,15:45:00,Cash,0,1,1
C7176,R2,1,2024-01-02,10:38:00,Cash,0,2,0
C7177,R2,1,2024-01-02,19:49:00,Cash,10,3,0
C7178,R2,1,2024-01-02,20:06:00,Card,40,1,1
C7179,R2,1,2024-01-02,15:14:00,Card,10,2,0
C7180,R2,1,2024-01-02,13:58:00,Cash,30,1,1
C7181,R2,1,2024-01-02,11:22:00,Card,0,1,1
C7182,R2,1,2024-01-02,11:44:00,,10,2,1
C7183,R2,1,2024-01-02,12:23:00,Cash,20,3,0
C7184,R2,1,2024-01-02,11:45:00,Card,0,3,1
C7185,R2,1,2024-01-02,18:16:00,Cash,10,2,0
C7186,R2,1,2024-01-02,17:48:00,Cash,40,1,0
C7187,R2,1,2024-01-02,22:37:00,Cash,0,1,1
C7188,R2,1,2024-01-02,14:58:00,Card,40,2,0
C7189,R2,1,2024-01-02,21:52:00,Card,10,2,1
C7190,R2,1,2024-01-02,15:56:00,Card,20,2,0
C7191,R2,1,2024-01-03,16:23:00,Card,0,2,1
C7192,R2,1,2024-01-03,18:47:00,Card,10,1,0
C7193,R2,1,2024-01-03,21:07:00,Cash,0,1,1
C7194,R2,1,2024-01-03,20:56:00,Card,10,1,0
C7195,R2,1,2024-01-03,10:46:00,Cash,0,3,0
C7196,R2,1,2024-01-03,19:21:00,Card,20,1,0
C7197,R2,1,2024-01-03,23:37:00,Cash,0,2,0
C7198,R2,1,2024-01-03,15:55:00,Cash,0,3,1
C7199,R2,1,2024-01-03,17:57:00,Cash,10,2,1
C7200,R2,1,2024-01-03,14:18:00,Card,0,2,1
C7201,R2,1,2024-01-03,15:29:00,Cash,0,3,0
C7202,R2,1,2024-01-03,10:18:00,Cash,0,3,1
C7203,R2,1,2024-01-03,12:33:00,Card,40,1,0
C7204,R2,1,2024-01-03,21:48:00,Cash,40,1,0
C7205,R2,1,2024-01-03,11:36:00,Card,0,2,0
C7206,R2,1,2024-01-03,16:30:00,Card,20,1,1
C7207,R2,1,2024-01-03,16:59:00,Card,0,2,1
C7208,R2,1,2024-01-03,20:19:00,Cash,0,3,0
C7209,R2,1,2024-01-03,17:39:00,Card,20,2,0
C7210,R2,1,2024-01-03,11:25:00,Card,20,2,0
C7211,R2,1,2024-01-03,18:32:00,Card,0,3,1
C7212,R2,1,2024-01-03,23:13:00,Card,10,1,0
C7213,R2,1,2024-01-03,15:11:00,Card,0,1,0
C7214,R2,1,2024-01-03,21:15:00,Cash,20,1,1
C7215,R2,1,2024-01-03,14:00:00,Cash,0,2,1
C7216,R2,1,2024-01-03,16:59:00,Cash,0,3,0
C7217,R2,1,2024-01-03,14:36:00,Card,0,2,0
C7218,R2,1,2024-01-03,16:53:00,Cash,30,2,1
C7219,R2,1,2024-01-03,16:29:00,Card,30,3,1
C7220,R2,1,2024-01-03,20:42:00,Cash,0,2,1
C7221,R2,1,2024-01-03,14:01:00,Cash,30,1,0
C7222,R2,1,2024-01-03,17:53:00,Card,0,2,1
C7223,R2,1,2024-01-03,22:30:00,Card,0,1,0
C7224,R2,1,2024-01-03,20:07:00,Card,0,1,0
C7225,R2,1,2024-01-03,17:33:00,Cash,40,2,1
C7226,R2,1,2024-01-04,23:23:00,Cash,999,3,0
C7227,R2,1,2024-01-04,12:34:00,Card,0,2,0
C7228,R2,1,2024-01-04,14:25:00,Card,0,2,0
C7229,R2,1,2024-01-04,22:43:00,Card,0,2,0
C7230,R2,1,2024-01-04,18:47:00,Cash,20,1,1
C7231,R2,1,2024-01-04,21:55:00,Cash,0,2,1
C7232,R2,1,2024-01-04,20:31:00,Card,30,3,1
C7233,R2,1,2024-01-04,18:45:00,Card,0,3,1
C7234,R2,1,2024-01-04,22:42:00,Card,10,2,1
C7235,R2,1,2024-01-04,11:15:00,Cash,0,1,0
C7236,R2,1,2024-01-04,15:45:00,Card,0,1,0
C7237,R2,1,2024-01-04,20:24:00,Card,40,2,1
C7238,R2,1,2024-01-04,20:58:00,Card,30,3,1
C7239,R2,1,2024-01-04,19:37:00,Card,40,1,0
C7240,R2,1,2024-01-04,14:09:00,Card,20,3,1
C7241,R2,1,2024-01-04,16:49:00,Card,30,1,0
C7242,R2,1,2024-01-04,20:14:00,Cash,0,3,0
C7243,R2,1,2024-01-04,18:22:00,Card,0,2,0
C7244,R2,1,2024-01-04,15:54:00,Card,0,3,1
C7245,R2,1,2024-01-04,11:48:00,Card,0,1,0
C7246,R2,1,2024-01-04,10:49:00,Cash,40,2,1
C7247,R2,1,2024-01-04,21:14:00,Card,999,1,0
C7248,R2,1,2024-01-04,16:16:00,Card,0,1,1
C7249,R2,1,2024-01-04,15:10:00,Cash,0,1,0
C7250,R2,1,2024-01-04,19:15:00,Cash,20,3,1
C7251,R2,1,2024-01-04,22:59:00,Card,30,2,0
C7252,R2,1,2024-01-04,12:29:00,Card,40,1,1
C7253,R2,1,2024-01-04,10:25:00,Card,30,2,0
C7254,R2,1,2024-01-04,17:31:00,Card,20,2,1
C7255,R2,1,2024-01-04,11:46:00,Card,0,3,1
C7256,R2,1,2024-01-04,12:10:00,Card,20,3,0
C7257,R2,1,2024-01-04,21:06:00,Card,0,3,1
C7258,R2,1,2024-01-04,18:15:00,Cash,0,2,0
C7259,R2,1,2024-01-04,17:53:00,Cash,0,1,0
C7260,R2,1,2024-01-04,23:48:00,Card,0,2,1
C7261,R2,1,2024-01-05,12:42:00,Card,0,2,0
C7262,R2,1,2024-01-05,22:46:00,Cash,10,2,1
C7263,R2,1,2024-01-05,16:02:00,Cash,0,3,0
C7264,R2,1,2024-01-05,23:15:00,Cash,0,3,0
C7265,R2,1,2024-01-05,19:14:00,Card,20,2,1
C7266,R2,1,2024-01-05,10:46:00,Card,30,3,0
C7267,R2,1,2024-01-05,23:54:00,Cash,20,2,1
C7268,R2,1,2024-01-05,19:53:00,Card,20,3,0
C7269,R2,1,2024-01-05,19:37:00,Cash,0,3,0
C7270,R2,1,2024-01-05,23:36:00,Card,10,2,0
C7271,R2,1,2024-01-05,12:32:00,Card,999,2,1
C7272,R2,1,2024-01-05,20:15:00,Card,20,1,1
C7273,R2,1,2024-01-05,12:34:00,Cash,0,1,0
C7274,R2,1,2024-01-05,12:28:00,Cash,30,2,1
C7275,R2,1,2024-01-05,17:26:00,Cash,0,1,1
C7276,R2,1,2024-01-05,16:33:00,Cash,0,2,1
C7277,R2,1,2024-01-05,11:57:00,Card,10,3,1
C7278,R2,1,2024-01-05,14:34:00,Card,40,2,0
C7279,R2,1,2024-01-05,20:55:00,Cash,20,3,1
C7280,R2,1,2024-01-05,19:56:00,Cash,0,1,0
C7281,R2,1,2024-01-05,20:12:00,Card,0,3,1
C7282,R2,1,2024-01-05,20:59:00,Cash,10,3,0
C7283,R2,1,2024-01-05,21:24:00,Card,0,2,1
C7284,R2,1,2024-01-05,17:43:00,Cash,40,1,1
C7285,R2,1,2024-01-05,14:15:00,Cash,0,3,0
C7286,R2,1,2024-01-05,15:05:00,Cash,0,2,0
C7287,R2,1,2024-01-05,13:52:00,Card,20,1,0
C7288,R2,1,2024-01-05,12:22:00,Cash,10,2,1
C7289,R2,1,2024-01-05,11:37:00,Card,10,2,1
C7290,R2,1,2024-01-05,18:28:00,Card,20,1,0
C7291,R2,1,2024-01-05,16:13:00,Card,20,3,0
C7292,R2,1,2024-01-05,17:30:00,Card,40,1,0
C7293,R2,1,2024-01-05,23:25:00,Card,0,1,0
C7294,R2,1,2024-01-05,16:51:00,Cash,10,1,1
C7295,R2,1,2024-01-05,22:28:00,Cash,30,3,1
C7296,R2,1,2024-01-05,21:37:00,Cash,999,1,0
C7297,R2,1,2024-01-05,11:22:00,Card,20,2,0
C7298,R2,1,2024-01-05,12:17:00,Cash,30,2,1
C7299,R2,1,2024-01-05,17:30:00,Card,20,1,0
C7300,R2,1,2024-01-05,10:13:00,Card,0,1,0
C7301,R2,1,2024-01-05,12:22:00,Card,0,1,0
C7302,R2,1,2024-01-05,13:31:00,Card,40,3,0
C7303,R2,1,2024-01-05,12:39:00,Cash,0,2,0
C7304,R2,1,2024-01-05,19:53:00,Cash,0,1,1
C7305,R2,1,2024-01-05,11:24:00,Cash,0,2,0
C7306,R2,1,2024-01-05,13:31:00,Card,0,3,0
C7307,R2,1,2024-01-05,19:42:00,Cash,30,2,0
C7308,R2,1,2024-01-05,18:27:00,Cash,0,3,1
C7309,R2,1,2024-01-05,17:13:00,Cash,0,2,1
C7310,R2,1,2024-01-05,14:53:00,Cash,999,1,1
C7311,R2,1,2024-01-05,11:55:00,Cash,30,2,0
C7312,R2,1,2024-01-05,12:04:00,Cash,30,1,1
C7313,R2,1,2024-01-05,22:59:00,Cash,30,1,1
C7314,R2,1,2024-01-05,20:11:00,Cash,10,2,1
C7315,R2,1,2024-01-05,21:21:00,Card,30,1,1
C7316,R2,1,2024-01-05,18:59:00,Card,0,3,1
C7317,R2,1,2024-01-05,14:39:00,Cash,40,1,1
C7318,R2,1,2024-01-05,20:58:00,,0,2,1
C7319,R2,1,2024-01-05,20:45:00,Cash,10,2,0
C7320,R2,1,2024-01-05,12:01:00,Card,20,1,1
C7321,R2,1,2024-01-05,13:45:00,Card,40,2,0
C7322,R2,1,2024-01-05,23:46:00,Cash,10,1,0
C7323,R2,1,2024-01-05,15:53:00,Card,0,1,1
C7324,R2,1,2024-01-05,16:47:00,Card,20,1,1
C7325,R2,1,2024-01-05,23:56:00,Cash,30,3,0
C7326,R2,1,2024-01-06,13:30:00,Cash,40,1,1
C7327,R2,1,2024-01-06,21:55:00,Cash,0,3,1
C7328,R2,1,2024-01-06,13:22:00,Cash,20,3,0
C7329,R2,1,2024-01-06,23:42:00,Cash,0,2,0
